2025-02-06 10:12:09,385 - INFO - Processing groups with LLM...
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "university of kent",
  "
2025-02-06 10:22:23,154 - ERROR - Error parsing LLM response for group 'bluesky international limited': [
  "bluesky international limited",
  "bluesky international",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited"
]

[
  "bluesky international limited",
  "bluesky international",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited"
]

[
  "bluesky international limited",
  "bluesky international",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited"
]

[
  "bluesky international limited",
  "bluesky international",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited"
]

[
  "bluesky international limited",
  "bluesky international",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited"
]

[
  "bluesky international limited",
  "bluesky international",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited",
  "bluesky international limited"
]

[
  "bluesky international limited",
  "bluesky international"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
  "bluesky international limited"
]

[
